11111112,Deposit,300.0,2024-09-27 22:24:25,550.0
11111112,Deposit,300.0,2024-09-27 22:24:26,550.0
11111112,Deposit,300.0,2024-09-27 22:24:26,550.0
11111112,Deposit,300.0,2024-09-27 22:24:27,550.0
11111112,Deposit,300.0,2024-09-27 22:24:27,550.0
11111112,Deposit,300.0,2024-09-27 22:24:28,550.0
11111112,Deposit,300.0,2024-09-27 22:24:29,550.0
11111112,Deposit,300.0,2024-09-27 22:24:29,550.0
11111112,Deposit,300.0,2024-09-27 22:24:30,550.0
11111112,Deposit,300.0,2024-09-27 22:24:30,550.0
11111112,Deposit,300.0,2024-09-27 22:24:31,550.0
11111112,Deposit,300.0,2024-09-27 22:24:32,550.0
12345678,Deposit,500.0,2024-09-27 23:26:25,500.0
87654321,Transfer,230.0,2024-09-28 09:36:25,230.0
12345678,Transfer,230.0,2024-09-28 09:36:25,270.0
12345678,Received,30.0,2024-09-28 09:41:10,300.0
87654321,Transfer,30.0,2024-09-28 09:41:10,200.0
87654321,Deposit,40.0,2024-09-28 09:59:39,190.0
87654321,Withdraw,30.0,2024-09-28 09:59:49,160.0
87654321,Deposit,40.0,2024-09-28 10:01:18,200.0
87654321,Deposit,50.0,2024-09-28 10:02:08,250.0
87654321,Deposit,20.0,2024-09-28 10:06:28,200.0
87654321,Withdraw,50.0,2024-09-28 10:06:55,150.0
12345678,Received,50.0,2024-09-28 10:07:18,350.0
87654321,Transfer,50.0,2024-09-28 10:07:18,100.0
87654321,Deposit,400.0,2024-09-28 10:17:25,500.0
87654321,Withdraw,300.0,2024-09-28 10:17:36,200.0
12345678,Received,50.0,2024-09-28 10:18:07,400.0
87654321,Transfer,50.0,2024-09-28 10:18:07,150.0
87654321,Deposit,100.0,2024-09-28 11:38:58,300.0
11111112,Deposit,50.0,2024-09-28 20:27:12,600.0
11111112,Deposit,50.0,2024-09-28 20:27:14,600.0
11111112,Deposit,50.0,2024-09-28 20:27:15,600.0
11111112,Deposit,50.0,2024-09-28 20:27:15,600.0
11111112,Deposit,50.0,2024-09-28 20:27:15,600.0
11111112,Deposit,50.0,2024-09-28 20:27:15,600.0
